address_id,address,zipcode,state,country
299ec70d-f1e7-4807-9d0e-6fd86e3ebcab,220 Artisan Park,92056,California,United States
957af504-cee3-4f3a-8f5a-eb5a5bd23b16,85717 Carberry Street,85062,Arizona,United States
ff8d0181-f21e-4235-bf7c-e5f917c6b55f,5423 Tennyson Alley,21282,Maryland,United States
b5d85492-b403-4f52-a42b-4363716f4cfb,4 Sutherland Alley,62723,Illinois,United States
e71bd22e-7711-405f-9d7e-2a7824d68a6a,226 Sherman Pass,33169,Florida,United States
cf12c9e1-2f85-47d7-b91e-2b0134b5ab2b,292 Chive Point,24029,Virginia,United States
959fc946-4baf-457f-8290-2a7d0e7fc3f7,6817 Red Cloud Lane,19172,Pennsylvania,United States
1c7f374e-04f5-4739-b791-e358d7cdd65a,3816 Brown Lane,35220,Alabama,United States
f79a5736-1e58-436a-aca9-bc4cf21fef09,3 Miller Point,75044,Texas,United States
28d7931e-b044-49f6-ac58-fabf1151055a,3 Harbort Hill,90805,California,United States
280bb1a8-d59e-4ada-b479-a4d47163130e,40 Farragut Crossing,25716,West Virginia,United States
609af927-16f8-450a-ade4-1e06724e9feb,78 Donald Crossing,23464,Virginia,United States
a4fbed7c-7bdd-465d-bdcd-ab0c4c68f300,2 Evergreen Hill,24009,Virginia,United States
53983579-4a64-432a-941e-c3d9c886bd77,59 Victoria Road,80005,Colorado,United States
4d9d28c3-6e38-48e7-9960-f244a3e72d9d,121 Meadow Ridge Drive,22093,Virginia,United States
18e90fce-7517-42c3-bd20-7028608da7df,410 Pierstorff Trail,14263,New York,United States
302bfd3c-795c-4eef-b1e7-627897f6861e,8 Bluejay Parkway,20046,District of Columbia,United States
a6dd4d60-8756-4967-8dd6-e7deaa538bc6,181 Kipling Street,52804,Iowa,United States
6155419f-3b93-43ef-a11a-b1dece0e7a37,1 Sullivan Plaza,35263,Alabama,United States
aa61ded6-4588-48dd-9759-1bd36ec5d787,90989 Pankratz Terrace,14604,New York,United States
1a61a755-cf38-43cd-be0d-7babfe8aaa26,4 Stone Corner Way,06912,Connecticut,United States
a8fa71b5-5d47-410f-b0c1-a16d20a05937,7 Corry Parkway,94705,California,United States
63260a1e-947f-42fe-b11f-12cea08830b6,19020 Clyde Gallagher Center,77240,Texas,United States
63fdd7ef-51f3-49e2-bdf2-22d46f68aacf,56 Iowa Point,44310,Ohio,United States
7ae529bf-b9d0-47ee-acd0-d55e0e6a0d32,573 Arizona Circle,76205,Texas,United States
91cdd4ef-b40f-48e0-b2f3-95b8620955eb,49407 Carey Crossing,85205,Arizona,United States
1ceb9167-9852-45a7-8109-57b077d8a2e0,1006 Brentwood Alley,98417,Washington,United States
c8e06217-c625-471f-8cdc-88c3e39f6b2c,40401 Sommers Point,27455,North Carolina,United States
4934ebb8-8950-4bd0-87ba-a1532716e54d,47039 Mesta Lane,90015,California,United States
89f9c593-3ac8-4f50-ab01-01b4a2e27eaa,5 Menomonie Center,79940,Texas,United States
4747877b-fb7d-4ec1-b42d-6b8f8707c984,4447 Montana Junction,59105,Montana,United States
25caf41f-ca5a-4cbb-bc2c-b5d9fcebe66b,6612 Barnett Court,79165,Texas,United States
131db634-55f8-4fb6-98f3-624ec32a94b8,99100 Oak Valley Circle,76011,Texas,United States
df4fbdd5-d7f9-4711-b1b6-2517808df91a,4106 Beilfuss Park,20551,District of Columbia,United States
71aa45c1-ce05-43b5-a52a-6145ab435c69,6868 Columbus Parkway,02305,Massachusetts,United States
d2fbe240-64ac-4feb-a360-8a9197f8b8ae,46922 Nobel Point,89087,Nevada,United States
62e197da-130d-48f9-95d1-8f67b5be1784,3 Eagan Street,75231,Texas,United States
04ac071b-da39-463c-ac62-e996547407c9,13 Derek Plaza,85271,Arizona,United States
bfee6b0f-d8ea-4626-9786-a0e1497bd07b,35 Fair Oaks Lane,32405,Florida,United States
e080edb5-bf24-43dd-a9cd-f1419a240fa7,11 Kim Lane,65218,Missouri,United States
76f13d82-1273-4144-8a41-45fc836c3540,86 Sycamore Place,94105,California,United States
0314fc1b-d832-4562-bda4-7dbe09d2868c,3429 Shopko Court,22119,Virginia,United States
cdac5d06-ad99-49f6-abb0-df87017dccfd,8580 Blue Bill Park Place,80279,Colorado,United States
874cd4e2-37d0-4e30-9773-0f9dcfa26838,4 Anthes Crossing,33261,Florida,United States
0c9ee6c6-4869-40aa-afd3-087cee73c051,52 Ohio Alley,49018,Michigan,United States
68a5c312-2205-45ec-ace1-166ff3f4b572,24 Arizona Lane,46221,Indiana,United States
f2dfb1e6-43bf-49ac-8d17-e1498079e08b,051 Hanover Junction,60505,Illinois,United States
47e8e06d-0612-4af0-89ed-48deafa4857a,9 Green Circle,79165,Texas,United States
89ab3752-1119-4f9e-9766-0d6883501434,677 Milwaukee Point,55407,Minnesota,United States
1d3482c6-e56b-47df-91f8-4b32bc908b2b,75 Brown Street,94975,California,United States
f785f0ae-f5d7-49a8-a4b7-95b470f7cb63,2 Logan Alley,22405,Virginia,United States
4983fb6f-b53f-4022-95ca-d17eb4974093,0 Hoffman Court,48206,Michigan,United States
6d31baf0-1ecd-42e0-b32f-645d084c3109,1080 1st Plaza,02203,Massachusetts,United States
2466034c-a22b-4b0e-95af-2d34160779bc,567 Crownhardt Court,31217,Georgia,United States
2c7bd191-c7c9-45d3-9dd0-612320bd9817,6585 Warbler Junction,47732,Indiana,United States
902bcb47-051b-4375-9dc0-485b3172b89b,59 Chinook Center,92160,California,United States
2b514c51-d01b-4d26-be99-4a1fa99bf322,4 Sutherland Hill,20508,District of Columbia,United States
9285957a-e1fd-4205-960e-f739a9c7dfd2,320 Rockefeller Point,91328,California,United States
dfe1082c-cb08-497f-9af9-9a7cf0aa70b5,85988 Glacier Hill Place,80940,Colorado,United States
fe794a2d-aa57-4ef1-8948-e0491e1ca3c1,98 Gale Road,28230,North Carolina,United States
fc458964-6e05-46e7-8717-c8c7798e78aa,110 Fairfield Park,45296,Ohio,United States
56078786-b8da-47a0-8a7c-befda74f8cd8,481 Petterle Point,94660,California,United States
26a10637-982b-4f9d-a243-de56b194427e,16735 Evergreen Street,89505,Nevada,United States
06dd400a-9d9e-48f3-9312-5a41f6038c8e,891 Merchant Place,21229,Maryland,United States
c9a6e260-e379-4b26-a36d-cf97e0eb03bc,8 Bartelt Lane,68144,Nebraska,United States
541b6c57-e5f2-4da7-baed-755e425a04d4,6 Bultman Street,33884,Florida,United States
2ccdea45-e41c-4845-8252-50c2f568e0db,2 Atwood Plaza,93094,California,United States
5a6a5b60-d54a-4ef7-9ae3-6bd9fd21a807,67955 Corben Center,80150,Colorado,United States
582148c7-44d6-4247-83ab-cd65557569b5,008 Pennsylvania Trail,35254,Alabama,United States
de7f84bd-9386-41a6-8dd0-cbafd5b58945,823 Myrtle Circle,79923,Texas,United States
be95b20d-a774-4572-b1ff-fd2c2c657568,6 Bluestem Avenue,66617,Kansas,United States
5eadcadd-a524-443f-8fcb-d0ef1981da0a,02897 Fairfield Junction,67205,Kansas,United States
058563af-f1de-48fe-a5ad-4514fe8964f4,99 Morrow Road,18763,Pennsylvania,United States
184b47dd-af07-4299-b872-5cfb6e4e7ac1,034 Blue Bill Park Plaza,76796,Texas,United States
dc7345f9-9c6b-45d5-a633-a07a4a355104,83 Hintze Avenue,73124,Oklahoma,United States
b3315b61-f1a6-4dbc-b08b-d65b38aa6f77,82992 Atwood Terrace,87592,New Mexico,United States
23f4d3fc-7192-44eb-a1c6-c3d93eed0a42,19120 Eastwood Point,65805,Missouri,United States
3a286955-76c1-4b50-b5fc-61e4e4e3be4d,107 Cambridge Terrace,18105,Pennsylvania,United States
7986bf80-2ce5-4fac-8e06-fc6db16dd2d9,044 Village Alley,73104,Oklahoma,United States
dd1048ba-46a5-4d80-a7e1-b1592c161a4c,23386 Hanson Street,97221,Oregon,United States
e21cfbf8-4b71-4028-a00f-83d79b8d1745,68 Canary Road,92825,California,United States
cc3b5481-169f-4fa0-8818-8d8e728773cd,3423 Delladonna Circle,50320,Iowa,United States
e6572a36-e4ae-4daa-8c05-692490c310a1,01 School Drive,32868,Florida,United States
4a9bcc05-a07b-4507-9d42-a2325a4844fa,255 Beilfuss Hill,71137,Louisiana,United States
5b281207-9295-4a31-a1bb-5ac383acca2a,583 Stephen Center,54915,Wisconsin,United States
96a40097-0030-4509-bb52-b3251fdef2b6,36613 Northridge Junction,11236,New York,United States
ea7dd7ad-1905-4873-9890-f1aa90439a29,7 Columbus Way,75185,Texas,United States
26f11eae-4214-4e99-8fc2-acc4718e30b7,8 Sunbrook Center,40210,Kentucky,United States
965dbeea-a6d5-467d-9683-914b744ad1ef,1 Kenwood Hill,22405,Virginia,United States
4da64e4e-655c-4fbe-bee2-3eb1014ace1b,454 Upham Drive,12242,New York,United States
be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a,375 Hollow Ridge Point,15266,Pennsylvania,United States
4a30ec6b-111e-4142-9079-956394e1e4c7,23307 Everett Lane,77070,Texas,United States
db3e2e70-32f5-4f13-8302-63127ca0e3a8,362 Debs Way,88530,Texas,United States
027e0a9d-2bb0-4247-8989-365339741a93,6885 Annamark Alley,32215,Florida,United States
3b7ecb69-bf20-41be-b69f-59685b249be2,60 Scott Center,47747,Indiana,United States
34ddaf50-006e-47e6-b387-49d1544dd512,5 Moulton Pass,03804,New Hampshire,United States
44f03e5e-c121-44dd-80e2-b2d18860d57a,28 Moulton Alley,79491,Texas,United States
b8f77f86-d46a-412a-9dce-7b458a34618d,6096 Hovde Alley,76705,Texas,United States
fb0c8410-558a-4a65-bc50-6f82c32c7d1a,29425 Dawn Center,97216,Oregon,United States
02331e89-1736-4f12-85b9-ddd62545214b,430 Sauthoff Trail,75074,Texas,United States
47becc4c-db6c-4809-8562-c88a044ebfc9,09639 4th Lane,10060,New York,United States
8ebe35e6-51f2-444e-879b-a460d29d31cc,8 Onsgard Crossing,64144,Missouri,United States
edd6e563-bce1-4c84-859d-31cae681f40b,93 Comanche Junction,45454,Ohio,United States
d6e4e3d2-9e7c-454a-bae6-2339d80d23fd,3 Prairie Rose Crossing,20337,District of Columbia,United States
b75f3aaf-a993-400a-af77-389c1d1187a9,79 Heath Parkway,20078,District of Columbia,United States
eda39524-e26b-46b0-b628-af063f46f3d9,7 Grover Way,85083,Arizona,United States
ed96dbd0-193e-4906-ae8b-904f50bcb57a,93617 Grayhawk Circle,78426,Texas,United States
bffd2205-2234-4d52-8ec6-60ca76d18cf0,304 Walton Circle,89130,Nevada,United States
dfc2941f-aef1-4c70-a7f6-8105dda578f5,4 Utah Alley,36177,Alabama,United States
c1661061-176f-4e18-96a3-3ae16fdee80b,802 Sommers Lane,44511,Ohio,United States
7e949772-ab43-447f-a79d-3707a1793ed0,6 Anthes Alley,55417,Minnesota,United States
42e017a2-ca97-4f71-bf3c-d32605ef9d43,18 Linden Plaza,31605,Georgia,United States
d502f2e1-d34c-4b82-9834-15e50ab41a1b,71 Talisman Road,29424,South Carolina,United States
b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6,5 Pearson Street,92160,California,United States
8a46a3e5-4428-4744-855c-19d435fcf7af,197 Canary Crossing,78220,Texas,United States
ec7b6cfc-530f-40ed-bfa5-e3caa3b7ecbe,94563 Little Fleur Crossing,10469,New York,United States
6b49d7c6-6ede-4a8a-ade1-ec5888c7ce14,868 Coolidge Drive,22217,Virginia,United States
118d2c47-6c92-44b3-a52a-c58dac57adf2,2884 Sullivan Circle,39236,Mississippi,United States
71c60b11-0457-40c4-91ca-b86e0631f1eb,8 Morning Terrace,98175,Washington,United States
bee5bf4a-6525-4ef0-bdb2-fc1d8efe0570,9990 7th Point,34985,Florida,United States
7193c797-ae37-4347-89b8-5564e93645f6,029 Meadow Ridge Court,77005,Texas,United States
a81e134c-8135-44ab-bda4-66b29e5175ca,94 Cardinal Terrace,20525,District of Columbia,United States
5b760361-9ef1-49bd-a672-9acc2431d384,90517 Anhalt Point,29505,South Carolina,United States
abf50534-9e5b-4e95-9548-2008505f40a2,0 Messerschmidt Trail,47747,Indiana,United States
a96cbe83-ad12-4457-af40-1b5b5f373937,77 Harbort Drive,93762,California,United States
632eadda-3e81-492c-8108-d5982aeac84d,57 Pleasure Plaza,19805,Delaware,United States
2aaf2e91-8735-4def-82ca-31dce98ff634,19753 Beilfuss Road,78769,Texas,United States
adbda10f-8cab-4827-9d04-4b8b8f42cf11,5943 South Street,20456,District of Columbia,United States
1c6e9a5c-3fa8-4ac5-a4fe-5159a187c293,2397 La Follette Court,21211,Maryland,United States
d3dfe1e5-6826-49fe-9bfb-ef1022a20520,23 Dayton Circle,23605,Virginia,United States
27b514cc-7ff4-4451-b1ba-27bb2f5011c8,6 Myrtle Drive,76505,Texas,United States
d7f05c8c-d055-481f-a427-77aded0fd4ce,527 Monica Drive,30919,Georgia,United States
11f9f0ec-0cd6-4944-9dff-b577da0cc535,178 Crest Line Plaza,32259,Florida,United States
994b670f-e529-4a97-9826-448f7f9fbf80,48 Morning Circle,92844,California,United States
cdc9b750-8081-441d-9905-339732cbdc4a,42440 Spohn Hill,78405,Texas,United States
7a4821e6-4e7a-4894-bb35-70ffcf0c3aa8,7 Roxbury Alley,02208,Massachusetts,United States
24b83ef4-4f28-408a-bea9-171ddaf094a7,76 Northport Avenue,35810,Alabama,United States
8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347,4631 Sachs Center,76192,Texas,United States
bc355137-f7dd-4461-83d3-f288994d450a,7 Eastwood Avenue,11388,New York,United States
82ef2b98-79dc-461c-855b-95c5d38ad6d3,8681 Merchant Trail,28235,North Carolina,United States
e40b6557-536e-478e-a405-eed9959aa9f7,3246 Hooker Street,02458,Massachusetts,United States
177f1c47-e34a-4c5d-b704-330376ba6ae2,0215 Lake View Crossing,95150,California,United States
48ee18eb-8ee7-4cd7-819b-a9c65184e4ac,0 Lunder Junction,47937,Indiana,United States
65ef7b5a-11db-4544-89a8-44e15f1a986f,03107 Homewood Center,64142,Missouri,United States
d0042646-63e0-434e-874c-aec1d434f2df,028 6th Way,66642,Kansas,United States
9b6a4ed6-6c27-4102-8d5f-5db7435e80ee,2148 8th Road,55446,Minnesota,United States
